row,doi,paper,column,previous,corrected,evidence,paper_note
18,https://doi.org/10.1016/j.neuron.2020.01.015,Kaefer 2020,Decoding notes,"Adapative bin sizes
No jumps (> 60 cm)
Absolute speed (>20 cm/s)","Adapative bin sizes
No jumps (> 60 cm)
Absolute speed (>20 cm/s) / 25.6 ms is the sampling grid, not the trajectory decoder window. Consecutive base bins are accumulated to a session-specific spike count; nonoverlapping spike windows are scored in overlapping groups of four. The separate non-local-position analysis uses 256 ms windows. The old approximate 45% entry corresponds to the opposite conditional fraction: Figure 4D plots the percentage of trajectory replays coinciding with an SWR (roughly 45-50% for hippocampus). It does not give the fraction of candidate events decoded as replay.","Kaefer 2020 Methods, Decoding Windows / Trajectory Score, PDF p. 17; Results PDF p. 5. Kaefer 2020 Figure 4D, combined PDF p. 7, visually checked: proportion of trajectory replay events co-occurring with SWRs.",papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Kaefer 2020,% Decoded,~45%,Not reported,"Kaefer 2020 Figure 4D, combined PDF p. 7, visually checked: proportion of trajectory replay events co-occurring with SWRs.",papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Kaefer 2020,Time bin step (ms),25.6,Adaptive; nonoverlapping,"Kaefer 2020 Methods, Decoding Windows / Trajectory Score, PDF p. 17; Results PDF p. 5.",papers/18_Kaefer_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Detection,SWR,"SWR, MUA","Published SI Appendix pnas.1912533117.sapp.pdf, pp. 4-5, SWR events / Replay events: silence-bounded place-cell bursts with SWR overlap.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Detection Notes,"SWR
preceded by 60 ms of silence
extended to 1 STD","SWR and MUA: replay candidates require >=5 place cells from a given block within a 300 ms window after >60 ms silence and at least one coincident SWR. SWRs use power from one channel each on two tetrodes, 100-250 Hz, a 50 ms boxcar, peak >3 SD and bounds at 1 SD; exclude durations <=20 ms, merge inter-ripple intervals <=100 ms, then require spikes from >=5 place cells from any block of the session. No detection-speed threshold is stated; 4 cm/s is a tuning-curve exclusion. The 300 ms replay search window is distinct from an SWR maximum duration, which is not reported. SI Appendix pp. 4-6 verified directly.","Published SI Appendix pnas.1912533117.sapp.pdf, pp. 4-6: separate SWR detection/participation and replay candidate rules; template-speed exclusion is not a detection cutoff.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Animal Speed (cm/s),4,#N/A,"Published SI Appendix pnas.1912533117.sapp.pdf, pp. 4-6: no SWR/replay speed criterion stated; exclude speed <4 cm/s only when constructing spatial templates.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Trajectory,Weighted correlation,Linear regression of posterior-mode positions (R^2 significance); weighted correlation (strength/direction),"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5: linear regression of posterior-mode positions for R^2 significance; p. 6: weighted correlation for replay strength and direction.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Decoding notes,,"Published SI Appendix pp. 5-6: replay decoding uses 20 ms windows with a 10 ms step; behavioral reconstruction uses 50 ms windows. Templates use 2 cm spatial bins, Gaussian SD 6 cm and exclude speed <4 cm/s. Fit decoded posterior-mode positions against time-bin number, then compare R^2 with 1000 circular shifts of the decoded-position sequence; p is the fraction of shuffled R^2 values exceeding the observed value, significant at p<0.05. Weighted correlation measures strength/direction and includes only posterior bins >0.01. Exclude session sets with median absolute reconstruction error >20 cm (3 of 28); analyzed-session error is 6.56 +/- 0.46 cm (mean +/- SEM). Table S1 (p. 21) confirms 1342 replays / 2573 candidates = 52.2% rounded. The earlier audit incorrectly treated the 50 ms behavioral window as the replay window; the original 20 ms replay entry is restored.","Published SI Appendix pnas.1912533117.sapp.pdf, pp. 5-6, Replay events / Neural decoding of spatial position / Weighted correlation; Table S1 p. 21 visually checked. Corrects earlier behavioral/replay-window confusion.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,% Decoded,52%,52.2%,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5: 1342 significant events, 52.2% of candidates; Table S1 p. 21 totals 1342 replays and 2573 candidates.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Time bin step (ms),#N/A,10,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5, final paragraph explicitly specifies a 10 ms step for 20 ms replay windows.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Shuffle Method,Permutation test (type not stated),Circular shift of decoded positions in time; recompute linear-regression R^2,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5, Replay events: 1000 random circular time shifts of decoded positions, recompute linear-regression R^2, p<0.05.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Shuffles (#),#N/A,1000,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5, Replay events: 1000 random circular time shifts of decoded positions, recompute linear-regression R^2, p<0.05.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Sig. Thresh.,#N/A,p<0.05,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5, Replay events: 1000 random circular time shifts of decoded positions, recompute linear-regression R^2, p<0.05.",papers/19_Bhattarai_2020.md
19,https://doi.org/10.1073/pnas.1912533117,Bhattarai 2020,Reconst. Error bin (ms),#N/A,50,"Published SI Appendix pnas.1912533117.sapp.pdf, p. 5, Neural decoding of spatial position: 50 ms behavioral reconstruction windows, distinct from 20 ms replay windows.",papers/19_Bhattarai_2020.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Detection Notes,SWR,"SWR / Morlet-wavelet RMS power in 150-250 Hz, z-scored per electrode, maximum across CA1 electrodes / bounds at 2 SD / REM excluded by theta/delta ratio / Place-field width 20 cm is the fitted Gaussian basis parameter r in exp(-distance^2/r^2), not a Gaussian standard deviation. Temporal bins are either 8 ms or 15 spikes; >=5 decoded windows is an analysis inclusion rule.","Methods, firing-rate model equation (5), Time-Binning of the Data and Analysis of Reactivation Events, PDF pp. 16-17.",papers/20_Stella_2019.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Min. Duration (ms),40,#N/A,"decoded-content criterion: 40 ms is the analysis rule ""at least five decoding windows"", not a detection minimum; see the paper note and historical proposal for source location.",papers/20_Stella_2019.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Decoding notes,Adaptive time bin size (# spikes),"Adaptive time bin size (# spikes) / The paper uses two nonoverlapping window schemes: fixed 8 ms and adaptive 15-spike windows. Spatial width 20 cm is the Gaussian basis-function parameter r in exp(-distance^2/r^2), not a smoothing-kernel SD. Selection requires mean maximum posterior >0.1; surrogate analyses have several purposes and no single common count is given in the Methods. / Figure S2 reports errors for one representative session across several fixed-time and fixed-spike windows; the approximate 8-11 cm range is read from that figure, not a pooled reported error.","Stella 2019 Methods, PDF pp. 16-17. Stella 2019 Figure S2, combined PDF p. 23, visually checked: approximately 8-11 cm across tested windows in one representative session.",papers/20_Stella_2019.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Reconst. Error (cm),~9 cm (Figure S2),~8-11 (Figure S2; one session),"Stella 2019 Figure S2, combined PDF p. 23, visually checked: approximately 8-11 cm across tested windows in one representative session.",papers/20_Stella_2019.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Shuffles (#),#N/A,Not reported,"Stella 2019 Methods, Shuffling Procedures: no single count covering these different analyses.",papers/20_Stella_2019.md
20,https://doi.org/10.1016/j.neuron.2019.01.052,Stella 2019,Reconst. Error bin (ms),#N/A,Varied (Figure S2),"Stella 2019 Figure S2, combined PDF p. 23, visually checked: approximately 8-11 cm across tested windows in one representative session.",papers/20_Stella_2019.md
21,https://doi.org/10.1016/j.neuron.2018.11.015,Xu 2019,Place field smooth (cm),6,3 (inferred 1D); 6 (2D),"Xu 2019 Methods, PDF p. 17: 2 cm 2D bins and sigma 3 bins; 1D bins are 1 cm with a similar procedure.",papers/21_Xu_2019.md
21,https://doi.org/10.1016/j.neuron.2018.11.015,Xu 2019,Decoding notes,"Custom optimization procedure
Jump-constrained best path (<=20 bins per step)","Custom optimization procedure
Jump-constrained best path (<=20 bins per step) / Spatial smoothing is explicitly 3 bins on 2 cm 2D maps (6 cm). Applying the stated similar procedure to the 1 cm linearized maps implies 3 cm; the 1D kernel is not independently specified.","Xu 2019 Methods, PDF p. 17: 2 cm 2D bins and sigma 3 bins; 1D bins are 1 cm with a similar procedure.",papers/21_Xu_2019.md
22,https://doi.org/10.1016/j.neuron.2019.05.040,Farooq 2019,Detection,"SWR, MUA",MUA,wrong or missing: frames detected from the population rate only; ripples split off a control subset; see the paper note and historical proposal for source location.,papers/22_Farooq_2019.md
22,https://doi.org/10.1016/j.neuron.2019.05.040,Farooq 2019,Detection Notes,MUA and SWR,MUA / frames containing a 175-225 Hz ripple used as a control subset / SWS: speed < 1 cm/s for >= 5 min and theta/delta ratio < 2,notes: frames are detected from the population rate only; frames containing a ripple are a control subset; see the paper note and historical proposal for source location.,papers/22_Farooq_2019.md
22,https://doi.org/10.1016/j.neuron.2019.05.040,Farooq 2019,Decoding notes,,Positive and negative sequences use opposite shuffle tails (>97.5th or <2.5th percentile). Bayesian trajectory-count tests are distinct from per-frame template/correlation significance. / The approximate 10% replay fraction is a visual estimate from Figure 2B for post-run sleep; the pre-run proportion is lower.,"Farooq 2019 Neuron Methods, PDF pp. 19-21; Science supplementary Methods, PDF pp. 14-16. Farooq 2019 Neuron Figure 2B, PDF p. 5, visually checked.",papers/22_Farooq_2019.md
22,https://doi.org/10.1016/j.neuron.2019.05.040,Farooq 2019,Sig. Thresh.,97.5th percentile,>97.5th or <2.5th percentile; count tests separate,"Farooq 2019 Neuron Methods, PDF pp. 19-21; Science supplementary Methods, PDF pp. 14-16.",papers/22_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,Detection Notes,"MUA
theta/delta ratio","MUA / theta/delta ratio / SWS speed <2 cm/s; awake-rest frames use <1 cm/s. Ripple fields describe a separate developmental characterization (140-250 Hz, 3 SD), not a gate on frames.","Supplementary Methods, Detection of frames and Ripple analysis, PDF pp. 14 and 16-17.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,SWR Z-score Thresh. (STD),#N/A,3,"Supplementary Methods, Ripple analysis, PDF pp. 16-17: secondary ripple characterization.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,SWR Low Band (Hz),#N/A,140,"Supplementary Methods, Ripple analysis, PDF pp. 16-17: secondary ripple characterization.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,SWR High Band (Hz),#N/A,250,"Supplementary Methods, Ripple analysis, PDF pp. 16-17: secondary ripple characterization.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,Decoding notes,,Sequential frames additionally span >15% of track length; stationary frames use >95th-percentile confidence and <5% extent. The approximate 5 cm error is not one verified summary across all developmental ages.,"Farooq 2019 Neuron Methods, PDF pp. 19-21; Science supplementary Methods, PDF pp. 14-16.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,Reconst. Error (cm),~5 cm,~5 cm (not verified across ages),Farooq Science Figure S2 gives age-specific confusion matrices; no common 5 cm error summary was verified.,papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,Sig. Thresh.,97.5th percentile,Sequential: >97.5th or <2.5th percentile; stationary: >95th,"Farooq 2019 Neuron Methods, PDF pp. 19-21; Science supplementary Methods, PDF pp. 14-16.",papers/23_Farooq_2019.md
23,https://doi.org/10.1126/science.aav0502,Farooq 2019,Reconst. Error bin (ms),#N/A,500,"Farooq 2019 Science supplementary Methods, Bayesian decoding during behavior, 500 ms.",papers/23_Farooq_2019.md
24,https://doi.org/10.1038/s41467-019-09280-0,Chenani 2019,Detection Notes,"Place cell rate peak reached 3 SD, boundaries where it fell below 1 SD, and 5 or more active cells
Reward zones defined by visual judgment of the speed distribution","Place cell rate peak reached 3 SD, boundaries where it fell below 1 SD, and 5 or more active cells / Reward zones defined by visual judgment of the speed distribution / Ripple columns describe the separate HFE analysis: 100-250 Hz Hilbert amplitude, Gaussian SD 12 ms, peak 3 SD and bounds 1 SD, followed by spectral clustering. Sequence analysis uses MUA bursts.","Methods, Place cell identification and burst rates / LFP analysis and HFEs, PDF p. 11.",papers/24_Chenani_2019.md
24,https://doi.org/10.1038/s41467-019-09280-0,Chenani 2019,SWR Z-score Thresh. (STD),#N/A,3,"Methods, LFP analysis and HFEs, PDF p. 11: secondary HFE detector.",papers/24_Chenani_2019.md
24,https://doi.org/10.1038/s41467-019-09280-0,Chenani 2019,SWR smooth (ms),#N/A,12,"Methods, LFP analysis and HFEs, PDF p. 11: secondary HFE detector.",papers/24_Chenani_2019.md
24,https://doi.org/10.1038/s41467-019-09280-0,Chenani 2019,SWR Low Band (Hz),#N/A,100,"Methods, LFP analysis and HFEs, PDF p. 11: secondary HFE detector.",papers/24_Chenani_2019.md
24,https://doi.org/10.1038/s41467-019-09280-0,Chenani 2019,SWR High Band (Hz),#N/A,250,"Methods, LFP analysis and HFEs, PDF p. 11: secondary HFE detector.",papers/24_Chenani_2019.md
25,https://doi.org/10.1016/j.cub.2019.03.048,Michon 2019,Reconst. Error bin (ms),#N/A,100,"Michon 2019 Methods, PDF p. 14: held-out behavioral decoding with 100 ms bins.",papers/25_Michon_2019.md
26,https://doi.org/10.1002/hipo.23034,Liu 2019,Detection Notes,"MUA
preceded by 100 ms of silence
theta/delta ratio
SWR control",MUA / preceded and followed by 100 ms of silence / theta/delta ratio / SWR control / awake rest frames use < 2 cm/s,notes: keep the awake value; see the paper note and historical proposal for source location.,papers/26_Liu_2019.md
26,https://doi.org/10.1002/hipo.23034,Liu 2019,Animal Speed (cm/s),2,1,wrong or missing: sleep frames (main dataset) use < 1 cm/s; awake rest frames < 2 cm/s; see the paper note and historical proposal for source location.,papers/26_Liu_2019.md
27,https://doi.org/10.1016/j.neuron.2019.09.012,Shin 2019,SWR electrodes (#),1,>1,wrong or missing: event on at least one of the CA1 tetrodes; the lab's code agrees (an event on any one tetrode); see the paper note and historical proposal for source location.,papers/27_Shin_2019.md
27,https://doi.org/10.1016/j.neuron.2019.09.012,Shin 2019,Decoding notes,, / The approximate 40% replay fraction summarizes the session means in Figure S5E; individual animals and sessions vary.,"Shin 2019 Figure S5E, PDF p. 35, visually checked.",papers/27_Shin_2019.md
28,https://doi.org/10.1038/s41593-019-0464-6,Carey 2019,Detection Notes,"MUA and SWR
Adaptive thresholding of MUA",MUA and SWR / Adaptive thresholding of MUA / LFP score is the dot product with a noise-corrected SWR spectrum (60 ms window) / joint score thresholded at 4 / theta power no more than 2 SD above the mean,"notes: record the LFP score, threshold and theta criterion; see the paper note and historical proposal for source location.",papers/28_Carey_2019.md
28,https://doi.org/10.1038/s41593-019-0464-6,Carey 2019,Min. Cells (#),4,5,wrong or missing: detection requires 5 active units; 4 is the decoding-stage criterion; see the paper note and historical proposal for source location.,papers/28_Carey_2019.md
28,https://doi.org/10.1038/s41593-019-0464-6,Carey 2019,Min. Duration (ms),50,20,decoded-content criterion: detection minimum is 20 ms; 50 ms is the minimum length of decoded sequences; see the paper note and historical proposal for source location.,papers/28_Carey_2019.md
29,https://doi.org/10.1016/j.cub.2019.01.005,Muessig 2019,Detection Notes,"MUA and SWR
theta/delta ratio","MUA and SWR / MUA bursts kept only if they overlap an SWR / theta/delta ratio / SWR threshold is the 99th percentile of RMS power (about 4 SD per the authors) / SWR = fixed 100 ms window around the peak, single highest-SD tetrode / RUN-trial events use < 1 cm/s",notes: the 4 SD is the authors' gloss on a percentile; see the paper note and historical proposal for source location.,papers/29_Muessig_2019.md
29,https://doi.org/10.1016/j.cub.2019.01.005,Muessig 2019,SWR smooth (ms),#N/A,7,wrong or missing: ripple power is a 7 ms moving RMS; see the paper note and historical proposal for source location.,papers/29_Muessig_2019.md
29,https://doi.org/10.1016/j.cub.2019.01.005,Muessig 2019,Decoding notes,," / The <10 cm median reconstruction error is an ensemble-inclusion criterion, not the mean error achieved across all ensembles.","Muessig 2019 Methods, PDF p. 11: ensemble inclusion requires median behavioral decoding error <10 cm in 300 ms windows.",papers/29_Muessig_2019.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Detection Notes,"MUA
theta/delta ratio","MUA / theta/delta ratio / Secondary ripple analysis averages pyramidal-layer channels, uses 100-250 Hz minus 300-500 Hz contamination, peak 3 SD and bounds 1 SD, and keeps durations >20 and <110 ms. Main duration columns describe MUA replay candidates.","Supplementary Methods, Candidate replay events and Ripple detection, PDF pp. 12 and 16.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,SWR Z-score Thresh. (STD),#N/A,3,"Supplementary Methods, Ripple detection, PDF p. 16: separate ripple analysis/control.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Animal Speed (cm/s),0.05,#N/A,"unrelated part of the paper: 0.05 cm/s only validated the sleep scoring; the lab's toolbox uses such a speed to define quiet periods for sleep scoring, not in event detection; see the paper note and historical proposal for source location.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,SWR electrodes (#),#N/A,>1,"Supplementary Methods, Ripple detection, PDF p. 16: separate ripple analysis/control.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,SWR Low Band (Hz),#N/A,100,"Supplementary Methods, Ripple detection, PDF p. 16: separate ripple analysis/control.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,SWR High Band (Hz),#N/A,250,"Supplementary Methods, Ripple detection, PDF p. 16: separate ripple analysis/control.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Decoding notes,,"Each event is compared with 5000 independently circular-shifted posterior-column surrogates. The 20 ms windows are nonoverlapping; the published 4.5 cm place-field kernel is described as a width, without identifying it as SD.","Drieu 2018 author PDF including supplementary Methods, pp. 13-14.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Shuffle Method,#N/A,Per-column circular shift of position,"Drieu 2018 author PDF including supplementary Methods, pp. 13-14.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Shuffles (#),#N/A,5000,"Drieu 2018 author PDF including supplementary Methods, pp. 13-14.",papers/30_Drieu_2018.md
30,https://doi.org/10.1126/science.aat2952,Drieu 2018,Sig. Thresh.,#N/A,p<=0.05,"Drieu 2018 author PDF including supplementary Methods, pp. 13-14.",papers/30_Drieu_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Detection Notes,"PBEs from pooled multiunit activity
hidden Markov model over 20 ms bins; replay scored without place fields","PBEs from pooled single- and multi-unit activity / excluded if mean speed over the event > 5 cm/s / >= 4 active pyramidal cells and >= 4 20-ms bins / open field: Pfeiffer & Foster 2013 criteria (10 ms kernel, >= 10% of units, 50-2000 ms) / Numeric MUA fields describe linear-track PBEs. Open-field data instead use the Pfeiffer 2013 criteria: Gaussian SD 10 ms, >=10% units, 50-2000 ms.","Methods, Population burst events, PDF p. 16.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,MUA Z-score Thresh. (STD),#N/A,3,wrong or missing: peak spike density >= 3 SD; see the paper note and historical proposal for source location.,papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,MUA smooth (ms),#N/A,20,"wrong or missing: 20 ms SD Gaussian. Possibility, inferred from the one released session's trace: 10 ms (see the note); see the paper note and historical proposal for source location.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Min. Cells (#),#N/A,4,wrong or missing: >= 4 active pyramidal cells; see the paper note and historical proposal for source location.,papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Min. Duration (ms),#N/A,80,wrong or missing: >= 4 bins of 20 ms; see the paper note and historical proposal for source location.,papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Decoding,Bayes,HMM; Bayes (comparison),"Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Trajectory,Radon transform,HMM sequence likelihood; Bayesian line fit,"Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Decoding notes,#N/A,"Both HMM model-congruence and Bayesian replay scores use 5000 surrogates per event. HMM shuffle permutes off-diagonal transitions within rows; Bayesian shuffle circularly shifts each posterior column. Significance thresholds are varied for ROC analyses; the pooled Bayesian comparison uses 99%, with HMM threshold adjusted to match its event fraction. Temporal/time-swap/Poisson surrogates in the earlier entry were model-training controls.","Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Shuffle Method,Temporal shuffle (per-neuron circular permutation); time-swap; Poisson surrogate,HMM off-diagonal transition shuffle; Bayesian posterior column-cycle,"Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Shuffles (#),#N/A,5000,"Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
31,https://doi.org/10.7554/eLife.34467,Maboudi 2018,Sig. Thresh.,#N/A,Varied; Bayesian comparison 99th percentile,"Maboudi 2018 Methods, PDF pp. 18-19 and Results p. 7.",papers/31_Maboudi_2018.md
32,https://doi.org/10.1016/j.neuron.2017.09.035,Ólafsdóttir 2017,Detection Notes,MUA,"MUA / MUA uses place cells and requires >=15% of the ensemble and >5 cells for trajectories. Ripple columns, the 500 ms maximum and 40 ms merge refer to the separate ripple-overlap control; its power is squared Hilbert amplitude.","Methods, Data analysis / Local field potential analysis, PDF pp. 14 and 16.",papers/32_Olafsdottir_2017.md
32,https://doi.org/10.1016/j.neuron.2017.09.035,Ólafsdóttir 2017,Min. Cells (#),5,>5,"wrong or missing: at least 15% of the place-cell ensemble or more than 5 place cells, whichever is higher; see the paper note and historical proposal for source location.",papers/32_Olafsdottir_2017.md
32,https://doi.org/10.1016/j.neuron.2017.09.035,Ólafsdóttir 2017,SWR Low Band (Hz),#N/A,150,"Methods, Local field potential analysis, PDF p. 16: ripple-overlap control.",papers/32_Olafsdottir_2017.md
32,https://doi.org/10.1016/j.neuron.2017.09.035,Ólafsdóttir 2017,SWR High Band (Hz),#N/A,250,"Methods, Local field potential analysis, PDF p. 16: ripple-overlap control.",papers/32_Olafsdottir_2017.md
33,https://doi.org/10.1038/nn.4507,Wu 2017,Animal Speed (cm/s),3,#N/A,unrelated part of the paper: 3 cm/s defines stationary spikes excluded from place fields; see the paper note and historical proposal for source location.,papers/33_Wu_2017.md
34,https://doi.org/10.1016/j.neuron.2017.09.017,Yamamoto 2017,Detection Notes,extend to 1 STD,"extend to 1 STD / 70 ms groups adjacent ripple peaks into a single ripple in the ripple-burst analysis; it is a peak-to-peak interval, not an end-to-start gap. The 2 cm sleep criterion is displacement over 15 s, not 2 cm/s.","Methods, Sleep Classification / Ripple Burst Analysis, PDF p. 15.",papers/34_Yamamoto_2017.md
34,https://doi.org/10.1016/j.neuron.2017.09.017,Yamamoto 2017,Animal Speed (cm/s),2,#N/A,unrelated part of the paper: 2 cm/s is the run-segment filter; see the paper note and historical proposal for source location.,papers/34_Yamamoto_2017.md
34,https://doi.org/10.1016/j.neuron.2017.09.017,Yamamoto 2017,SWR Low Band (Hz),100,140,wrong or missing: detection band is 140-200 Hz; 100-200 is the state-analysis PSD band; see the paper note and historical proposal for source location.,papers/34_Yamamoto_2017.md
34,https://doi.org/10.1016/j.neuron.2017.09.017,Yamamoto 2017,Time bin step (ms),#N/A,Not reported,"Yamamoto 2017 Methods, PDF p. 16: 10 ms bins; step not stated.",papers/34_Yamamoto_2017.md
34,https://doi.org/10.1016/j.neuron.2017.09.017,Yamamoto 2017,Sig. Thresh.,#N/A,Not reported,"Yamamoto 2017 Methods, PDF p. 16: 2000 column shuffles, but no numerical replay p-value cutoff stated.",papers/34_Yamamoto_2017.md
35,https://doi.org/10.1523/JNEUROSCI.2291-17.2017,Tang 2017,Decoding notes,," / Percentages are derived from the published condition-specific counts: 167/397 awake, 147/455 post-task sleep and 116/451 pre-task sleep candidates.","Tang 2017 Results, PDF p. 11: 167/397 awake, 147/455 post-task sleep, 116/451 pre-task sleep.",papers/35_Tang_2017.md
35,https://doi.org/10.1523/JNEUROSCI.2291-17.2017,Tang 2017,% Decoded,~40%,42.1% awake; 32.3% post-sleep; 25.7% pre-sleep,"Tang 2017 Results, PDF p. 11: 167/397 awake, 147/455 post-task sleep, 116/451 pre-task sleep.",papers/35_Tang_2017.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,Detection Notes,"MUA and SWR
MUA with at least one LFP w/ SWR
during NREM (manually scored)","MUA and SWR / MUA event must contain the peak of at least one LFP-detected ripple (LFP method not reported) / NREM and quiet waking only; mean and SD from NREM of PRE and POST / states scored from theta/delta ratio, accelerometer and EMG / decoded events: >= 100 ms and >= 5 or 10% of place cells, whichever is greater",notes: events are not NREM-only; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,SWR Z-score Thresh. (STD),3,Not reported,wrong or missing: LFP ripple threshold not stated; 3 SD is the MUA trigger; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,SWR smooth (ms),15,Not reported,wrong or missing: 15 ms is the MUA Gaussian; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,SWR electrodes (#),1,Not reported,wrong or missing: ripple channel count not stated; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,SWR Low Band (Hz),150,Not reported,wrong or missing: 150-250 Hz is a figure display filter; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,SWR High Band (Hz),250,Not reported,wrong or missing: 150-250 Hz is a figure display filter; the detection band is not stated; see the paper note and historical proposal for source location.,papers/36_Grosmark_2016.md
36,https://doi.org/10.1126/science.aad1935,Grosmark 2016,Min. Duration (ms),50,100,"wrong or missing: the decoded events are ripple events (50-500 ms) that also last >= 100 ms, an inclusion criterion applied before decoding, so under the column rules the minimum is 100 (Drieu 2018 keeps its decoding minimum of 60 on the same principle); Max Duration 500 and Min. Cells 5 stay: max(10%, 5) is >= 5, and the 10% goes in the notes; see the paper note and historical proposal for source location.",papers/36_Grosmark_2016.md
37,https://doi.org/10.1016/j.neuron.2016.07.047,Ambrose 2016,SWR electrodes (#),>1,4-7,wrong or missing: one channel from each of four to seven tetrodes; see the paper note and historical proposal for source location.,papers/37_Ambrose_2016.md
